 # Energia   DOS_Total   Transmitancia
   -4.2255000000E+00    2.6916838908E-04    0.0000000000E+00
   -4.2232500000E+00    2.6958891933E-04    0.0000000000E+00
   -4.2210000000E+00    2.7001051761E-04    0.0000000000E+00
   -4.2187500000E+00    2.7043318773E-04    0.0000000000E+00
   -4.2165000000E+00    2.7085693353E-04    0.0000000000E+00
   -4.2142500000E+00    2.7128175885E-04    0.0000000000E+00
   -4.2120000000E+00    2.7170766756E-04    0.0000000000E+00
   -4.2097500000E+00    2.7213466354E-04    0.0000000000E+00
   -4.2075000000E+00    2.7256275069E-04    0.0000000000E+00
   -4.2052500000E+00    2.7299193294E-04    0.0000000000E+00
   -4.2030000000E+00    2.7342221422E-04    0.0000000000E+00
   -4.2007500000E+00    2.7385359849E-04    0.0000000000E+00
   -4.1985000000E+00    2.7428608972E-04    0.0000000000E+00
   -4.1962500000E+00    2.7471969192E-04    0.0000000000E+00
   -4.1940000000E+00    2.7515440908E-04    0.0000000000E+00
   -4.1917500000E+00    2.7559024525E-04    0.0000000000E+00
   -4.1895000000E+00    2.7602720447E-04    0.0000000000E+00
   -4.1872500000E+00    2.7646529081E-04    0.0000000000E+00
   -4.1850000000E+00    2.7690450836E-04    0.0000000000E+00
   -4.1827500000E+00    2.7734486122E-04    0.0000000000E+00
   -4.1805000000E+00    2.7778635353E-04    0.0000000000E+00
   -4.1782500000E+00    2.7822898943E-04    0.0000000000E+00
   -4.1760000000E+00    2.7867277308E-04    0.0000000000E+00
   -4.1737500000E+00    2.7911770867E-04    0.0000000000E+00
   -4.1715000000E+00    2.7956380040E-04    0.0000000000E+00
   -4.1692500000E+00    2.8001105250E-04    0.0000000000E+00
   -4.1670000000E+00    2.8045946922E-04    0.0000000000E+00
   -4.1647500000E+00    2.8090905481E-04    0.0000000000E+00
   -4.1625000000E+00    2.8135981356E-04    0.0000000000E+00
   -4.1602500000E+00    2.8181174978E-04    0.0000000000E+00
   -4.1580000000E+00    2.8226486779E-04    0.0000000000E+00
