 # Tiempo  Probabilidad  (Gamma_usado)
   0.0000000000000000        1.0000000000000000        1.0000000000000000     
   5.0000000000000001E-003  0.99004983374916811        1.0000000000000000     
   1.0000000000000000E-002  0.98019867330675525        1.0000000000000000     
   1.4999999999999999E-002  0.97044553354850815        1.0000000000000000     
   2.0000000000000000E-002  0.96078943915232318        1.0000000000000000     
   2.5000000000000001E-002  0.95122942450071402        1.0000000000000000     
   2.9999999999999999E-002  0.94176453358424872        1.0000000000000000     
   3.5000000000000003E-002  0.93239381990594827        1.0000000000000000     
   4.0000000000000001E-002  0.92311634638663576        1.0000000000000000     
   4.4999999999999998E-002  0.91393118527122819        1.0000000000000000     
   5.0000000000000003E-002  0.90483741803595952        1.0000000000000000     
   5.5000000000000000E-002  0.89583413529652822        1.0000000000000000     
   5.9999999999999998E-002  0.88692043671715748        1.0000000000000000     
   6.5000000000000002E-002  0.87809543092056130        1.0000000000000000     
   7.0000000000000007E-002  0.86935823539880586        1.0000000000000000     
   7.4999999999999997E-002  0.86070797642505781        1.0000000000000000     
   8.0000000000000002E-002  0.85214378896621135        1.0000000000000000     
   8.5000000000000006E-002  0.84366481659638370        1.0000000000000000     
   8.9999999999999997E-002  0.83527021141127200        1.0000000000000000     
   9.5000000000000001E-002  0.82695913394336229        1.0000000000000000     
  0.10000000000000001       0.81873075307798182        1.0000000000000000     
  0.10500000000000000       0.81058424597018708        1.0000000000000000     
  0.11000000000000000       0.80251879796247849        1.0000000000000000     
  0.11500000000000000       0.79453360250333405        1.0000000000000000     
  0.12000000000000000       0.78662786106655347        1.0000000000000000     
  0.12500000000000000       0.77880078307140488        1.0000000000000000     
  0.13000000000000000       0.77105158580356625        1.0000000000000000     
  0.13500000000000001       0.76337949433685315        1.0000000000000000     
  0.14000000000000001       0.75578374145572547        1.0000000000000000     
  0.14499999999999999       0.74826356757856527        1.0000000000000000     
  0.14999999999999999       0.74081822068171788        1.0000000000000000     
  0.15500000000000000       0.73344695622428924        1.0000000000000000     
  0.16000000000000000       0.72614903707369094        1.0000000000000000     
  0.16500000000000001       0.71892373343192617        1.0000000000000000     
  0.17000000000000001       0.71177032276260965        1.0000000000000000     
  0.17500000000000002       0.70468808971871344        1.0000000000000000     
  0.17999999999999999       0.69767632607103103        1.0000000000000000     
  0.18500000000000000       0.69073433063735468        1.0000000000000000     
  0.19000000000000000       0.68386140921235583        1.0000000000000000     
  0.19500000000000001       0.67705687449816465        1.0000000000000000     
  0.20000000000000001       0.67032004603563933        1.0000000000000000     
  0.20500000000000002       0.66365025013631940        1.0000000000000000     
  0.20999999999999999       0.65704681981505675        1.0000000000000000     
  0.21500000000000000       0.65050909472331653        1.0000000000000000     
  0.22000000000000000       0.64403642108314141        1.0000000000000000     
  0.22500000000000001       0.63762815162177333        1.0000000000000000     
  0.23000000000000001       0.63128364550692595        1.0000000000000000     
  0.23500000000000001       0.62500226828270078        1.0000000000000000     
  0.23999999999999999       0.61878339180614084        1.0000000000000000     
  0.24500000000000000       0.61262639418441611        1.0000000000000000     
  0.25000000000000000       0.60653065971263342        1.0000000000000000     
  0.25500000000000000       0.60049557881226590        1.0000000000000000     
  0.26000000000000001       0.59452054797019438        1.0000000000000000     
  0.26500000000000001       0.58860496967835518        1.0000000000000000     
  0.27000000000000002       0.58274825237398964        1.0000000000000000     
  0.27500000000000002       0.57694981038048665        1.0000000000000000     
  0.28000000000000003       0.57120906384881487        1.0000000000000000     
  0.28500000000000003       0.56552543869953709        1.0000000000000000     
  0.28999999999999998       0.55989836656540204        1.0000000000000000     
  0.29499999999999998       0.55432728473450710        1.0000000000000000     
  0.29999999999999999       0.54881163609402639        1.0000000000000000     
  0.30499999999999999       0.54335086907449981        1.0000000000000000     
  0.31000000000000000       0.53794443759467447        1.0000000000000000     
  0.31500000000000000       0.53259180100689718        1.0000000000000000     
  0.32000000000000001       0.52729242404304855        1.0000000000000000     
  0.32500000000000001       0.52204577676101604        1.0000000000000000     
  0.33000000000000002       0.51685133449169918        1.0000000000000000     
  0.33500000000000002       0.51170857778654244        1.0000000000000000     
  0.34000000000000002       0.50661699236558955        1.0000000000000000     
  0.34500000000000003       0.50157606906605545        1.0000000000000000     
  0.35000000000000003       0.49658530379140947        1.0000000000000000     
  0.35499999999999998       0.49164419746096510        1.0000000000000000     
  0.35999999999999999       0.48675225595997168        1.0000000000000000     
  0.36499999999999999       0.48190899009020244        1.0000000000000000     
  0.37000000000000000       0.47711391552103438        1.0000000000000000     
  0.37500000000000000       0.47236655274101469        1.0000000000000000     
  0.38000000000000000       0.46766642700990924        1.0000000000000000     
  0.38500000000000001       0.46301306831122807        1.0000000000000000     
  0.39000000000000001       0.45840601130522352        1.0000000000000000     
  0.39500000000000002       0.45384479528235583        1.0000000000000000     
  0.40000000000000002       0.44932896411722156        1.0000000000000000     
  0.40500000000000003       0.44485806622294111        1.0000000000000000     
  0.41000000000000003       0.44043165450599925        1.0000000000000000     
  0.41500000000000004       0.43604928632153556        1.0000000000000000     
  0.41999999999999998       0.43171052342907973        1.0000000000000000     
  0.42499999999999999       0.42741493194872671        1.0000000000000000     
  0.42999999999999999       0.42316208231774882        1.0000000000000000     
  0.43500000000000000       0.41895154924763900        1.0000000000000000     
  0.44000000000000000       0.41478291168158138        1.0000000000000000     
  0.44500000000000001       0.41065575275234550        1.0000000000000000     
  0.45000000000000001       0.40656965974059911        1.0000000000000000     
  0.45500000000000002       0.40252422403363597        1.0000000000000000     
  0.46000000000000002       0.39851904108451414        1.0000000000000000     
